"id","authorship","affiliation"
"15667","16647","1951"
"15668","16648","1410"
"15669","16649","1410"
"15670","16650","1410"
"15671","16651","1410"
"15672","16652","87"
"15686","16666","2252"
"15687","16667","1960"
"15688","16668","1960"
"15689","16669","1960"
"15690","16670","1962"
"15691","16671","1962"
"15692","16672","2253"
"15709","16689","381"
"15710","16690","381"
"15711","16691","381"
"15712","16692","76"
"15713","16693","76"
"15714","16694","2257"
"15715","16695","287"
"15719","16699","2259"
"15726","16706","120"
"15727","16707","1977"
"15728","16708","2260"
"15729","16709","697"
"15730","16710","697"
"15731","16711","92"
"15732","16712","721"
"15734","16714","2252"
"15735","16715","298"
"15736","16716","298"
"15737","16717","96"
"15738","16718","342"
"15739","16719","559"
"15740","16720","96"
"15741","16721","96"
"15742","16722","96"
"15764","16744","801"
"15766","16746","1998"
"15767","16747","1998"
"15772","16752","641"
"15773","16753","229"
"15774","16754","2267"
"15775","16755","2268"
"15776","16756","2004"
"15777","16757","2004"
"15780","16760","1154"
"15781","16761","2270"
"15782","16762","90"
"15784","16764","2272"
"15788","16768","76"
"15796","16776","11"
"15798","16778","91"
"15799","16779","2275"
"15800","16780","2276"
"15801","16781","2277"
"15802","16782","96"
"15803","16783","2278"
"15804","16784","1919"
"15805","16785","116"
"15806","16786","1054"
"15807","16787","1054"
"15815","16795","1562"
"15817","16797","2282"
"15820","16800","1562"
"15821","16801","2283"
"15823","16803","2285"
"15824","16804","2285"
"15827","16807","392"
"15828","16808","2032"
"15829","16809","2032"
"15832","16812","23"
"15834","16814","100"
"15841","16822","73"
"15842","16823","752"
"15847","16828","31"
"15848","16829","31"
"15849","16830","31"
"15850","16831","31"
"15851","16832","31"
"15853","16834","2291"
"15854","16835","2292"
"15858","16839","2295"
"15859","16840","2050"
"15860","16841","2050"
"15861","16842","2050"
"15864","16845","608"
"15865","16846","2275"
"15866","16847","2275"
"15868","16849","242"
"15869","16850","242"
"15870","16851","242"
"15871","16852","242"
"15872","16853","242"
"15873","16854","242"
"15874","16855","242"
"15875","16856","242"
"15876","16857","242"
"15877","16860","2297"
"15880","16863","1059"
"15882","16865","460"
"15883","16866","1874"
"15884","16867","2299"
"15887","16870","2063"
"15888","16871","2063"
"15889","16872","2063"
"15890","16873","2063"
"15891","16874","1350"
"15892","16875","2301"
"15893","16876","358"
"15894","16877","358"
"15895","16878","217"
"15896","16879","217"
"15897","16880","217"
"15898","16881","217"
"15913","16896","40"
"15914","16897","1054"
"15915","16898","740"
"15916","16899","922"
"15917","16900","740"
"15919","16902","1261"
"15925","16908","596"
"15926","16909","81"
"15930","16913","1261"
"15931","16914","1261"
"15932","16915","1261"
"15934","16917","2308"
"15935","16918","107"
"15936","16919","7"
"15937","16920","2088"
"15938","16921","2088"
"15939","16922","2088"
"15942","16925","2311"
"15943","16926","2218"
"15950","16933","145"
"15951","16934","2246"
"15952","16935","2312"
"15953","16936","7"
"15954","16937","1261"
"15960","16943","340"
"15962","16945","218"
"15964","16947","64"
"15969","16952","436"
"15970","16953","436"
"15971","16954","436"
"15977","16960","2109"
"15978","16961","2109"
"15981","16964","2113"
"15982","16965","2113"
"15985","16968","2321"
"15986","16969","738"
"15987","16970","116"
"15997","16980","383"
"15999","16982","1926"
"16000","16983","2323"
"16001","16984","116"
"16006","16989","23"
"16009","437","2222"
"16010","77","2222"
"16011","438","2222"
"16018","17001","2334"
"16019","17002","2335"
"16020","16992","2330"
"16021","16993","2330"
"16022","17003","2336"
"16027","6982","96"
"16050","17007","2337"
"16051","17007","1342"
"16067","17017","2342"
"16068","17018","2342"
"16069","17019","2340"
"16073","17021","476"
"16074","17022","2343"
"16075","17023","2343"
"16076","17024","2343"
"16077","17026","2344"
"16078","17027","2344"
"16079","17028","2345"
"16080","17029","2345"
"16102","17041","2348"
"16104","17043","2350"
"16105","17044","5"
"16106","17044","2351"
"16118","17051","2355"
"16119","17052","123"
"16122","17055","2357"
"16123","17056","2358"
"16124","17057","498"
"16125","17058","498"
"16128","17060","2360"
"16130","17061","1029"
"16142","17067","2365"
"16152","17075","233"
"16154","17076","234"
"16155","17076","2371"
"16156","17077","2372"
"16157","17077","1271"
"16158","17078","2372"
"16159","17078","1271"
"16160","17079","2372"
"16162","17059","2373"
"16163","17030","2346"
"16164","17030","11"
"16165","17031","2346"
"16168","17033","11"
"16170","17034","11"
"16173","17036","11"
"16178","17065","2363"
"16179","17012","2341"
"16180","17013","2342"
"16181","17014","2340"
"16182","17015","2341"
"16183","17016","2342"
"16184","17066","2364"
"16185","17068","2366"
"16186","17069","2367"
"16187","17070","2368"
"16189","17072","2369"
"16190","17073","288"
"16193","17063","184"
"16194","17064","2362"
"16195","17011","2338"
"16196","17046","96"
"16199","17048","2353"
"16201","17049","2354"
"16202","17045","2352"
"16203","17020","40"
"16204","17020","2341"
"16205","17040","184"
"16206","17040","123"
"16207","17081","2374"
"16208","17082","2375"
"16209","17083","2376"
"16210","17084","2377"
"16211","17085","476"
"16212","17086","2378"
"16216","17090","2381"
"16221","17095","251"
"16222","17096","2383"
"16223","17097","40"
"16224","17097","2341"
"16225","17098","2341"
"16226","17099","788"
"16227","17100","50"
"16228","17101","2384"
"16229","17102","2385"
"16231","17104","31"
"16232","17105","2386"
"16233","17105","2387"
"16234","17106","2388"
"16235","17107","2389"
"16236","17108","2390"
"16237","17109","2391"
"16238","17110","1315"
"16239","17111","2392"
"16240","17112","2393"
"16242","17114","2352"
"16243","17115","2394"
"16244","17116","96"
"16245","17117","2395"
"16252","17124","1367"
"16254","17126","19"
"16256","17128","2400"
"16257","17129","123"
"16258","17130","123"
"16259","17131","2401"
"16260","17132","2402"
"16261","17133","2403"
"16265","17136","2404"
"16266","17137","2405"
"16267","17138","681"
"16272","17143","2406"
"16273","17144","60"
"16274","17145","735"
"16278","16998","2331"
"16279","16999","2332"
"16280","17000","2333"
"16282","17146","2407"
"16283","17147","2408"
"16284","17148","2408"
"16285","17149","2409"
"16286","17150","2410"
"16287","17151","2411"
"16288","17152","1589"
"16289","17153","2412"
"16290","17154","2413"
"16291","17155","2414"
"16293","4984","1107"
"16294","4298","1107"
"16295","191","1107"
"16298","2521","1107"
"16300","192","1107"
"16302","4196","1107"
"16305","2592","1107"
"16306","4197","1107"
"16314","17156","2416"
"16315","17157","2417"
"16316","17158","2418"
"16317","17159","2418"
"16318","17160","2418"
"16319","17091","2389"
"16321","17162","2222"
"16323","17164","2222"
"16326","76","2222"
"16327","573","2222"
"16328","17161","2222"
"16329","17163","2222"
"16330","17165","2222"
"16331","17166","2222"
"16333","17167","2420"
"16334","17169","2421"
"16335","17170","2421"
"16336","17171","2421"
"16337","17172","2422"
"16338","17173","2423"
"16339","17174","2424"
"16340","17175","2424"
"16341","17176","2425"
"16343","17177","2426"
"16344","17178","2426"
"16345","17179","2426"
"16346","17180","2426"
"16347","17181","2427"
"16348","17182","2427"
"16349","17183","2428"
"16350","17184","2429"
"16351","17185","2430"
"16352","17186","1029"
"16353","17187","2431"
"16354","17188","2431"
"16355","17189","2432"
"16356","17190","2432"
"16358","17191","2433"
"16359","17192","2433"
"16360","17193","476"
"16361","17194","2434"
"16362","17194","2435"
"16363","17195","2434"
"16364","17195","2435"
"16365","17196","2436"
"16366","17197","2437"
"16367","17198","156"
"16368","17198","2438"
"16369","1869","156"
"16370","4832","156"
"16371","61","156"
"16372","131","156"
"16373","672","156"
"16374","684","156"
"16376","16187","156"
"16377","529","156"
"16379","1545","156"
"16380","526","156"
"16381","530","156"
"16382","7234","156"
"16384","16190","156"
"16386","531","156"
"16387","528","156"
"16388","17199","2439"
"16389","17200","2440"
"16398","6430","1067"
"16406","195","1067"
"16408","888","1067"
"16411","6451","1067"
"16412","6452","1067"
"16417","17201","952"
"16418","17202","952"
"16419","17203","2441"
"16421","2514","378"
"16424","3356","378"
"16426","4001","378"
"16432","6715","378"
"16433","5833","378"
"16434","12213","378"
"16439","6516","378"
"16440","381","378"
"16443","6842","378"
"16444","2647","378"
"16446","7164","378"
"16449","12206","378"
"16454","2648","378"
"16457","6841","378"
"16464","2649","378"
"16466","6840","378"
"16469","371","378"
"16470","6843","378"
"16471","4000","378"
"16479","6716","378"
"16493","374","1277"
"16500","366","2442"
"16508","17204","2442"
"16509","17205","2442"
"16510","17206","2442"
"16511","17207","312"
"16512","17208","2443"
"16513","17209","2444"
"16514","17210","2445"
"16515","17211","548"
"16516","17212","548"
"16517","17213","2446"
"16518","17214","90"
"16519","17215","2447"
"16520","17216","2448"
"16521","17216","1264"
"16522","17217","2449"
"16523","17218","2450"
"16524","17219","2376"
"16525","17220","2376"
"16526","17221","2451"
"16527","17222","378"
"16528","17223","2448"
"16529","17224","2452"
"16531","17226","2453"
"16532","17227","2453"
"16533","17228","26"
"16534","17229","26"
"16535","17230","2454"
"16536","17231","2455"
"16537","17232","2456"
"16538","17233","2457"
"16539","17234","2458"
"16540","17235","900"
"16541","17236","2459"
"16543","17238","2421"
"16546","17239","2461"
"16547","17240","2462"
"16548","16372","11"
"16558","17241","2463"
"16559","3788","110"
"16560","17242","2464"
"16561","17242","2465"
"16562","17243","2412"
"16563","17244","476"
"16564","17245","2466"
"16565","17246","2467"
"16566","17247","2467"
"16567","17248","2468"
"16568","17249","2469"
"16569","17250","2470"
"16570","17251","910"
"16571","17252","1589"
"16576","17253","799"
"16577","17254","2471"
"16582","17062","2346"
"16583","17125","2346"
"16584","17032","2346"
"16585","17033","2346"
"16586","17034","2346"
"16587","17035","2346"
"16588","17036","2346"
"16589","17037","2346"
"16590","17038","2346"
"16591","17039","2346"
"16592","17255","2472"
"16593","17256","2473"
"16594","17257","2474"
"16595","4757","665"
"16596","274","665"
"16597","17258","665"
"16598","17259","665"
"16599","17260","665"
"16600","17261","2475"
"16601","17262","2475"
"16602","17263","2477"
"16603","17264","2478"
"16604","17265","2479"
"16605","17266","2480"
"16606","17267","2453"
"16607","17268","2481"
"16608","17269","2482"
"16609","17270","2482"
"16610","17271","2482"
"16611","17272","2482"
"16612","17273","2483"
"16613","17274","2483"
"16614","17275","2484"
"16615","17276","2470"
"16616","17277","2470"
"16617","17278","2485"
"16618","17278","2486"
"16619","17279","2487"
"16620","17280","2488"
"16621","17281","2489"
"16622","17282","2490"
"16623","17283","2491"
"16624","17284","749"
"16628","17285","2364"
"16629","17286","2492"
"16630","17286","2423"
"16631","17287","2493"
"16637","6475","1155"
"16638","7217","1155"
"16639","6474","1155"
"16654","17288","2464"
"16655","17289","2494"
"16656","17290","104"
"16659","17291","2495"
"16660","17292","2496"
"16661","17293","1107"
"16662","17294","2497"
"16663","17295","2497"
"16664","17296","120"
"16665","17297","2443"
"16666","17298","1280"
"16667","17299","2337"
"16668","17300","2498"
"16669","17301","608"
"16670","16864","179"
"16671","17302","2499"
"16672","17303","2500"
"16673","17304","2501"
"16674","179","867"
"16675","180","867"
"16676","17305","867"
"16677","17305","1589"
"16678","17306","2502"
"16679","17307","2503"
"16680","17308","2504"
"16681","17309","1589"
"16682","17310","2505"
"16683","17311","2506"
"16684","17312","2507"
"16685","17313","2508"
"16686","17314","2509"
"16687","17315","2510"
"16688","17316","2488"
"16689","17317","2511"
"16690","17318","458"
"16691","17319","2512"
"16692","2549","591"
"16693","2550","591"
"16694","2551","591"
"16695","17320","2513"
"16696","17321","2514"
"16697","17322","2515"
"16698","17323","2516"
"16699","17324","2517"
"16700","17325","2518"
"16701","17326","2518"
"16702","17327","2519"
"16703","17328","2520"
"16704","17329","2521"
"16705","17330","2522"
"16712","17331","2363"
"16713","17332","2363"
"16714","17333","2523"
"16715","17334","2524"
"16716","17335","2525"
"16717","17336","2525"
"16718","17337","2421"
"16719","17338","2526"
"16720","17339","885"
"16721","17340","2527"
"16722","17341","2528"
"16723","17342","885"
"16724","17343","1589"
"16727","208","603"
"16728","207","603"
"16730","318","72"
"16734","264","1302"
"16735","484","738"
"16737","4008","738"
"16738","691","738"
"16739","4818","738"
"16742","1809","738"
"16744","485","738"
"16746","692","738"
"16747","1810","738"
"16748","4009","738"
"16750","137","738"
"16752","17344","2529"
"16753","17345","2530"
"16754","17346","2531"
"16755","17347","342"
"16756","17348","22"
"16757","17349","2532"
"16759","17351","2534"
"16760","17352","2535"
"16767","3223","306"
"16776","3224","306"
"16779","3225","306"
"16785","17353","2536"
"16786","17354","2537"
"16787","17355","2538"
"16788","17356","2538"
"16789","17357","2538"
"16790","17358","2538"
"16791","17359","2539"
"16792","17360","2540"
"16793","17361","2442"
"16795","17363","952"
"16796","17364","2412"
"16797","17364","814"
"16798","17365","1589"
"16799","17366","2541"
"16800","832","2341"
"16801","1566","2341"
"16804","1238","2341"
"16805","1391","2341"
"16806","1405","2341"
"16809","17367","2423"
"16810","17368","2423"
"16819","17369","2423"
"16820","16554","1455"
"16821","17370","2542"
"16822","17371","2543"
"16823","17372","2543"
"16824","17373","2543"
"16825","17374","2543"
"16826","17350","2537"
"16827","17375","2544"
"16828","17376","2544"
"16829","17377","2537"
"16830","17378","2537"
"16831","17379","2537"
"16832","17380","2537"
"16833","17381","2545"
"16834","17382","2418"
"16835","17383","2423"
"16836","17384","2546"
"16837","17385","179"
"16838","17386","2416"
"16839","17387","2416"
"16840","17388","2547"
"16841","17389","2548"
"16842","17390","2537"
"16843","17391","2537"
"16844","17392","2549"
"16845","17393","2549"
"16846","17394","2550"
"16847","17395","2551"
"16848","17396","2552"
"16850","17398","2553"
"16851","17399","2529"
"16852","17400","2442"
"16853","17401","2554"
"16854","17402","2555"
"16855","17403","2537"
"16856","17404","2556"
"16857","17405","2557"
"16858","17406","2557"
"16859","17407","2558"
"16860","17408","2559"
"16861","17409","2443"
"16862","17410","2560"
"16863","17411","2561"
"16864","17411","2562"
"16865","17412","2563"
"16866","17413","31"
"16868","365","31"
"16869","375","31"
"16875","5116","31"
"16876","17103","31"
"16879","203","31"
"16882","1327","31"
"16888","243","31"
"16899","16616","31"
"16903","5745","31"
"16914","17414","2564"
"16915","17415","2565"
"16916","17416","2566"
"16918","17061","2344"
"16919","16951","1107"
"16920","16946","1107"
"16921","17417","2567"
"16922","17418","2450"
"16923","17419","2568"
"16924","17420","2569"
"16925","17421","2570"
"16927","16696","2353"
"16928","17422","2571"
"16929","17423","2572"
"16930","17424","2572"
"16931","17425","2477"
"16932","17426","2477"
"16933","17427","2573"
"16934","17428","867"
"16935","17429","2541"
"16936","17430","2530"
"16937","17431","2574"
"16938","17432","2575"
"16939","17433","2560"
"16940","17434","2576"
"16942","17435","2577"
"16943","17436","2445"
"16946","17437","2423"
"16947","17439","2510"
"16948","17440","2337"
"16949","17441","2534"
"16950","17442","2578"
"16951","17443","2475"
"16952","17444","814"
"16953","17445","2579"
"16954","17446","2579"
"16956","17447","2522"
"16957","17448","2580"
"16958","17449","2581"
"16959","17450","2534"
"16960","17451","2582"
"16961","17452","2582"
"16962","17453","2582"
"16963","17454","2582"
"16964","17455","704"
"16965","17456","476"
"16966","17089","2381"
"16967","17457","2583"
"16968","6454","381"
"16969","17458","381"
"16970","17459","2584"
"16971","17460","2522"
"16972","17461","2585"
"16973","17462","2586"
"16974","17463","2584"
"16975","17464","2587"
"16976","17465","749"
"16978","17468","2337"
"16979","17469","2447"
"16980","17466","2480"
"16981","17470","798"
"16982","17471","2531"
"16983","17472","2588"
"16984","17473","2589"
"16985","17474","2534"
"16986","17475","2590"
"16987","17476","2591"
"16988","17477","2591"
"16989","17478","1589"
"16991","17480","2592"
"16994","17479","498"
"16995","17481","498"
"16996","17482","2593"
"16997","17483","2594"
"16998","17484","2447"
"16999","17485","2546"
"17000","17486","2537"
"17001","17487","2595"
"17003","16631","727"
"17004","4229","727"
"17008","16553","727"
"17010","1493","727"
"17012","16156","727"
"17013","16608","727"
"17016","1037","645"
"17017","17488","2596"
"17018","17489","2512"
"17019","17490","647"
"17020","17491","647"
"17021","17492","2597"
"17022","17493","2597"
"17023","17494","2597"
"17024","17495","2597"
"17025","17496","2598"
"17026","17497","2447"
"17027","17498","2599"
"17028","17499","2600"
"17029","17500","704"
"17030","17501","2453"
"17031","17502","26"
"17032","17503","2225"
"17033","17504","2601"
"17034","17505","2593"
"17035","17506","2602"
"17036","17507","2602"
"17037","17508","2603"
"17038","17509","498"
"17039","17510","1096"
"17040","17511","1369"
"17041","17512","1369"
"17042","17513","19"
"17043","17514","116"
"17044","17515","116"
"17045","17516","116"
"17046","17517","2222"
"17047","17518","2222"
"17048","17519","2604"
"17049","17520","2605"
"17050","17521","91"
"17051","17522","2606"
"17053","17523","262"
"17054","17524","262"
"17056","17526","145"
"17057","17527","199"
"17058","17528","11"
"17059","17529","19"
"17060","17530","1511"
"17061","17531","26"
"17062","17532","2607"
"17063","17533","2608"
"17064","17534","2609"
"17065","17535","26"
"17066","17536","2610"
"17067","17537","104"
"17068","17538","2611"
"17069","17539","2612"
"17070","17540","2613"
"17071","17541","2613"
"17072","17542","2614"
"17073","17543","704"
"17074","17544","704"
"17075","17545","2615"
"17077","17546","641"
"17078","17547","17"
"17079","17548","316"
"17080","17549","64"
"17081","17550","64"
"17082","17551","2353"
"17083","17552","2353"
"17084","17553","2353"
"17085","17554","2543"
"17086","17555","378"
"17087","17556","378"
"17088","17557","378"
"17089","17558","740"
"17090","17559","470"
"17092","17560","1342"
"17093","17561","2616"
"17094","17562","2616"
"17095","17563","2616"
"17096","17564","26"
"17097","17565","2617"
"17098","17566","91"
"17099","17568","2605"
"17106","334","738"
"17107","334","807"
"17108","335","738"
"17109","335","807"
"17110","336","738"
"17111","336","807"
"17112","17569","1167"
"17113","17570","26"
"17114","17571","26"
"17115","17573","2222"
"17116","17574","2222"
"17117","17575","2222"
"17119","17577","26"
"17120","17578","885"
"17123","17581","26"
"17124","17582","2619"
"17125","17583","1192"
"17126","17584","2620"
"17127","17585","218"
"17128","17586","120"
"17129","17586","2621"
"17130","10256","120"
"17132","4745","120"
"17133","17587","763"
"17135","3494","763"
"17136","4418","763"
"17140","17588","5"
"17141","17589","26"
"17142","17590","19"
"17143","17591","19"
"17144","17592","2622"
"17145","17593","26"
"17146","17594","26"
"17147","17595","2605"
"17148","17596","2623"
"17150","17597","26"
"17151","17598","26"
"17152","17599","2624"
"17153","17600","2624"
"17154","17601","2625"
"17155","17602","2625"
"17156","17603","2445"
"17157","17604","2626"
"17158","17605","1609"
"17159","17606","26"
"17160","17607","26"
"17161","17608","217"
"17162","17609","2627"
"17163","17610","704"
"17164","17611","704"
"17165","17612","2628"
"17166","17613","2629"
"17167","17614","1511"
"17168","17615","2620"
"17169","17616","2630"
"17170","17617","2631"
"17171","17618","19"
"17172","17619","2632"
"17173","17620","2353"
"17174","17621","2633"
"17175","17622","1413"
"17176","17623","2634"
"17177","17624","358"
"17178","17625","358"
"17179","17626","358"
"17180","17627","2635"
"17181","17628","2636"
"17182","17629","2636"
"17183","17630","1192"
"17184","17631","814"
"17185","17632","814"
"17186","17633","1564"
"17187","17634","1564"
"17188","17635","2637"
"17189","17636","2638"
"17190","17637","26"
"17191","637","854"
"17192","638","854"
"17195","17674","2639"
"17196","17675","2639"
"17198","17662","2640"
"17199","17663","2640"
"17200","17664","2640"
"17201","17677","123"
"17202","17678","123"
"17203","17679","123"
"17204","17680","123"
"17205","17668","2640"
"17206","17669","2640"
"17207","17665","2641"
"17208","17661","2642"
"17209","17681","2643"
"17210","17682","2643"
"17211","17666","2644"
"17212","17683","2378"
"17213","17657","2640"
"17214","17654","400"
"17215","17655","2640"
"17216","17656","936"
"17217","17658","936"
"17218","17659","936"
"17219","17684","2645"
"17220","17685","2645"
"17222","17686","184"
"17223","17687","2647"
"17224","17688","2648"
"17225","17689","2649"
"17226","17690","2340"
"17228","17692","400"
"17229","17693","2650"
"17230","17693","2651"
"17231","17694","2652"
"17232","17695","2652"
"17233","17696","740"
"17234","17697","11"
"17235","17698","11"
"17236","17699","11"
"17237","17700","11"
"17238","17701","11"
"17239","17702","2653"
"17240","17703","2654"
"17241","17704","235"
"17246","17706","378"
"17250","17709","705"
"17257","17710","2657"
"17258","17711","2656"
"17259","17712","2656"
"17260","17713","2655"
"17261","17714","2655"
"17262","17715","2655"
"17267","17720","2658"
"17268","17721","2659"
"17269","17722","2660"
"17270","17723","2661"
"17272","17725","2662"
"17273","17726","2369"
"17274","17727","2369"
"17275","17728","2354"
"17276","17729","2642"
"17277","17730","1357"
"17278","17731","705"
"17281","17733","2663"
"17282","17734","123"
"17283","17735","2664"
"17284","17736","2664"
"17285","17737","2664"
"17287","17739","2665"
"17292","4116","339"
"17293","3950","339"
"17298","3478","339"
"17301","4673","339"
"17307","659","339"
"17318","5100","339"
"17319","16399","339"
"17333","4117","339"
"17342","17032","339"
"17351","2485","339"
"17388","2285","339"
"17389","2286","339"
"17391","5081","1427"
"17392","7169","1427"
"17399","4142","40"
"17401","4143","40"
"17407","16594","82"
"17408","16987","82"
"17413","3947","348"
"17415","3948","348"
"17418","2287","348"
"17431","3328","1732"
"17433","3329","1732"
"17435","749","1732"
"17436","1149","1732"
"17437","1359","1732"
"17438","2985","1732"
"17439","645","1732"
"17441","2986","1732"
"17442","4951","1732"
"17444","2987","1732"
"17446","4953","1732"
"17448","2988","1732"
"17449","2989","1732"
"17451","4428","314"
"17452","4640","314"
"17453","5275","314"
"17454","5621","314"
"17456","5922","314"
"17459","10981","314"
"17461","4429","314"
"17464","6647","314"
"17466","4353","314"
"17467","5276","314"
"17468","5277","314"
"17470","4354","314"
"17472","5278","314"
"17473","5279","314"
"17474","3706","314"
"17477","5620","314"
"17478","3707","314"
"17479","4639","314"
"17481","5921","314"
"17483","7456","314"
"17485","3957","314"
"17487","4251","314"
"17489","4351","314"
"17491","16976","314"
"17492","16102","314"
"17493","6648","314"
"17494","16977","314"
"17495","16103","314"
"17497","6649","314"
"17498","16978","314"
"17499","16979","314"
"17500","16077","314"
"17501","16078","314"
"17503","16981","1651"
"17504","3205","1874"
"17505","1949","756"
"17506","16126","796"
"17507","16127","796"
"17508","16132","796"
"17509","917","2283"
"17510","1172","2283"
"17511","2512","2283"
"17512","5501","2283"
"17513","5761","2283"
"17517","236","2129"
"17518","626","2129"
"17520","3718","2129"
"17521","3719","2129"
"17523","5297","2129"
"17524","5439","2129"
"17525","5454","2129"
"17526","5565","2129"
"17527","5785","2129"
"17528","5802","2129"
"17529","5843","2129"
"17530","5884","2129"
"17531","5918","2129"
"17532","6337","2129"
"17533","5579","2129"
"17535","5844","2129"
"17536","5455","2129"
"17537","5564","2129"
"17540","5803","2129"
"17541","5298","2129"
"17543","5440","2129"
"17544","5449","2129"
"17546","5845","2129"
"17548","5846","2129"
"17549","5312","2129"
"17550","5451","2129"
"17551","5313","2129"
"17552","5842","2129"
"17554","5314","2129"
"17555","5371","317"
"17556","3649","2285"
"17557","4887","2285"
"17558","5118","2285"
"17559","6090","2285"
"17560","17525","2285"
"17561","4888","2285"
"17562","4889","2285"
"17563","4890","2285"
"17564","4891","2285"
"17565","6005","2285"
"17566","6857","2285"
"17567","3995","2285"
"17568","657","2285"
"17569","4224","2285"
"17570","16352","2285"
"17571","4226","2285"
"17572","4543","2285"
"17573","6885","2285"
"17574","6291","2285"
"17576","4847","2285"
"17578","4760","2285"
"17580","311","2285"
"17581","6858","2285"
"17583","6695","2285"
"17585","7022","2285"
"17586","1568","2285"
"17595","501","2285"
"17596","4759","2285"
"17600","1567","2285"
"17605","3996","2285"
"17606","4225","2285"
"17607","4544","2285"
"17608","6091","2285"
"17609","6290","2285"
"17611","7021","2285"
"17617","248","2285"
"17621","4545","2285"
"17630","4546","2285"
"17631","4547","2285"
"17632","202","2285"
"17635","1176","1101"
"17636","1205","1101"
"17639","1565","1101"
"17642","6717","1101"
"17644","1564","1101"
"17647","1177","1101"
"17650","12219","1101"
"17652","1178","1101"
"17655","1250","681"
"17664","5643","1433"
"17670","5345","1063"
"17671","6001","1063"
"17672","6122","1063"
"17673","11178","1063"
"17674","16910","1063"
"17675","16911","1063"
"17676","6314","1063"
"17677","16798","1063"
"17678","16799","1063"
"17686","5609","2270"
"17687","5269","2270"
"17698","4606","678"
"17703","4855","1508"
"17710","3432","941"
"17713","16903","941"
"17714","4656","941"
"17715","16836","941"
"17719","16393","941"
"17721","16273","941"
"17723","16942","941"
"17724","6261","941"
"17725","532","941"
"17727","16274","941"
"17729","533","941"
"17733","3928","941"
"17734","4657","941"
"17735","6262","941"
"17736","16394","941"
"17737","16904","941"
"17738","4655","941"
"17741","16395","941"
"17742","534","941"
"17743","6260","941"
"17744","535","941"
"17745","16276","941"
"17746","16396","941"
"17747","1018","941"
"17748","16397","941"
"17752","665","941"
"17753","2275","33"
"17759","16398","526"
"17764","17743","1336"
"17788","16944","1926"
"17790","2587","1586"
"17791","2586","1586"
"17792","6023","1586"
"17796","2012","1129"
"17798","1988","1440"
"17800","1989","1440"
"17801","2876","1440"
"17802","1990","1440"
"17803","2877","1440"
"17805","2878","1440"
"17806","1991","1440"
"17810","5980","136"
"17812","6809","136"
"17813","6201","136"
"17814","3262","136"
"17815","3568","136"
"17819","4384","136"
"17820","881","136"
"17821","5028","136"
"17822","4385","136"
"17824","3629","136"
"17825","5981","136"
"17826","6202","136"
"17827","6203","136"
"17828","7163","136"
"17829","6200","136"
"17834","445","421"
"17835","4685","421"
"17836","4849","421"
"17838","3303","421"
"17840","3952","421"
"17841","3953","421"
"17842","3304","421"
"17843","4682","421"
"17845","4850","421"
"17846","4851","421"
"17859","298","344"
"17861","669","344"
"17868","5904","344"
"17872","293","344"
"17873","241","344"
"17881","5772","344"
"17882","16275","344"
"17892","4739","2147"
"17904","5773","475"
"17905","6072","475"
"17906","6455","475"
"17912","16151","475"
"17913","16340","475"
"17914","16152","475"
"17921","11128","475"
"17924","16341","475"
"17931","3358","522"
"17932","6490","522"
"17933","6971","430"
"17934","12434","430"
"17935","6460","430"
"17938","16133","430"
"17939","16134","430"
"17940","5300","430"
"17941","5590","430"
"17942","5676","430"
"17943","6445","430"
"17944","5591","430"
"17945","6461","430"
"17946","5301","430"
"17954","17747","607"
"17955","3880","2296"
"17956","5666","2296"
"17958","16292","2296"
"17959","16293","2296"
"17960","4983","2296"
"17961","16294","2296"
"17963","16295","2296"
"17964","3883","2296"
"17966","3884","2296"
"17967","16296","2296"
"17968","16297","2296"
"17969","16298","2296"
"17971","16299","2296"
"17972","16300","2296"
"17973","16301","2296"
"17975","3141","1215"
"17977","4114","1215"
"17979","16988","2275"
"17980","17748","607"
"17981","17749","2356"
"17989","4077","106"
"17990","16811","40"
"17991","17750","2397"
"18005","2492","2203"
"18006","2493","2203"
"18012","16771","107"
"18013","16772","107"
"18014","16773","107"
"18015","16774","107"
"18016","16775","107"
"18017","7023","107"
"18018","12481","107"
"18024","6512","107"
"18026","11857","107"
"18028","7084","107"
"18032","6275","107"
"18034","11848","107"
"18035","6276","107"
"18038","11852","107"
"18048","6277","107"
"18051","6278","107"
"18054","3635","107"
"18055","16435","107"
"18056","16263","107"
"18059","3410","107"
"18060","3861","107"
"18061","6273","107"
"18062","5905","107"
"18063","16188","107"
"18064","16436","107"
"18066","16437","107"
"18067","16189","107"
"18070","16438","107"
"18072","7884","107"
"18073","16191","107"
"18076","16192","107"
"18078","16923","107"
"18079","6069","1257"
"18080","576","1257"
"18082","3336","1102"
"18083","5478","1102"
"18084","5484","1102"
"18085","5576","1102"
"18086","6852","1102"
"18087","5479","1102"
"18088","5482","1102"
"18089","6853","1102"
"18090","5578","1102"
"18091","5483","1102"
"18092","6850","1102"
"18093","5577","1102"
"18094","5480","1102"
"18095","6851","1102"
"18096","3339","1102"
"18097","5575","1102"
"18098","5481","1102"
"18099","5477","1102"
"18103","5021","2063"
"18109","5252","2063"
"18113","6690","2146"
"18114","6740","2146"
"18115","9712","2146"
"18116","1960","2146"
"18117","4397","2146"
"18118","1961","2146"
"18119","1963","2146"
