"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"1294" "DxMLwM" "Stanford Mobisocial Lab: Muse" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "140" "Stanford Mobisocial Lab: Muse" "Muse is a free, open source JavaScript tool for reflecting on and searching for patterns in the past by examining one's personal e-mail archive. It analyses e-mail to generate several views including a sentiment graph from messages that may reflect particular emotions or feelings, inferred groups based on communications with various contacts, a calendar view, or an an attachment wall of all documents attached to e-mails." NA
"1295" "DxMLwM" "Stanford Mobisocial Lab: Muse" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "140" "Stanford Mobisocial Lab: Muse" "Muse is a free, open source JavaScript tool for reflecting on and searching for patterns in the past by examining one's personal e-mail archive. It analyses e-mail to generate several views including a sentiment graph from messages that may reflect particular emotions or feelings, inferred groups based on communications with various contacts, a calendar view, or an an attachment wall of all documents attached to e-mails." NA
"1296" "DxMLwM" "Stanford Mobisocial Lab: Muse" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "140" "Stanford Mobisocial Lab: Muse" "Muse is a free, open source JavaScript tool for reflecting on and searching for patterns in the past by examining one's personal e-mail archive. It analyses e-mail to generate several views including a sentiment graph from messages that may reflect particular emotions or feelings, inferred groups based on communications with various contacts, a calendar view, or an an attachment wall of all documents attached to e-mails." NA
"1297" "LWpbxy" "Stanford NLP Group: Classifier" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "143" "Stanford NLP Group: Classifier" "Stanford Classifier is a free, open source Java-based machine learning tool that takes data and applies probibalistic classification. It can also give probability distribution information related to class assignments." NA
"1298" "LWpbxy" "Stanford NLP Group: Classifier" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "143" "Stanford NLP Group: Classifier" "Stanford Classifier is a free, open source Java-based machine learning tool that takes data and applies probibalistic classification. It can also give probability distribution information related to class assignments." NA
"1299" "vdLMD2" "Stanford NLP Group: CoreNLP" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "104" "Stanford NLP Group: CoreNLP" "Stanford CoreNLP is a free Natural Language Processing tool. It processes English language text and provides the base forms of words, parts of speech, indicates whether they are proper names, normalizes dates, times and numeric quantities, and marks up the structure of sentences. This tool integrates all other Stanford NLP tools for English language processing, including parts-of-speech (POS), the named entitiy recognizer (NER), the parser and the coreference resolution system. An online demo is also available." NA
"1300" "vdLMD2" "Stanford NLP Group: CoreNLP" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "104" "Stanford NLP Group: CoreNLP" "Stanford CoreNLP is a free Natural Language Processing tool. It processes English language text and provides the base forms of words, parts of speech, indicates whether they are proper names, normalizes dates, times and numeric quantities, and marks up the structure of sentences. This tool integrates all other Stanford NLP tools for English language processing, including parts-of-speech (POS), the named entitiy recognizer (NER), the parser and the coreference resolution system. An online demo is also available." NA
"1301" "V4X9ed" "Stanford NLP Group: Named Entity Recognizer" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "105" "Stanford NLP Group: Named Entity Recognizer" "Stanford Named Entity Recognizer is a free Java implementation for the recognition of proper names and other nouns and a part of the Stanford Natural Language Processing toolset. It also includes person, location and organizational recognition. This tool can be used with English or German text." NA
"1302" "V4X9ed" "Stanford NLP Group: Named Entity Recognizer" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "105" "Stanford NLP Group: Named Entity Recognizer" "Stanford Named Entity Recognizer is a free Java implementation for the recognition of proper names and other nouns and a part of the Stanford Natural Language Processing toolset. It also includes person, location and organizational recognition. This tool can be used with English or German text." NA
"1303" "V4X9ed" "Stanford NLP Group: Named Entity Recognizer" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "105" "Stanford NLP Group: Named Entity Recognizer" "Stanford Named Entity Recognizer is a free Java implementation for the recognition of proper names and other nouns and a part of the Stanford Natural Language Processing toolset. It also includes person, location and organizational recognition. This tool can be used with English or German text." NA
"1304" "RTjrhD" "Stanford NLP Group: Part-of-Speech Tagger" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "106" "Stanford NLP Group: Part-of-Speech Tagger" "Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text." NA
"1305" "RTjrhD" "Stanford NLP Group: Part-of-Speech Tagger" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "106" "Stanford NLP Group: Part-of-Speech Tagger" "Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text." NA
"1306" "RTjrhD" "Stanford NLP Group: Part-of-Speech Tagger" "publishing" "https://vocabs.dariah.eu/tadirah/publishing" "Q3972943" "publishing" "106" "Stanford NLP Group: Part-of-Speech Tagger" "Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text." NA
"1307" "RTjrhD" "Stanford NLP Group: Part-of-Speech Tagger" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "106" "Stanford NLP Group: Part-of-Speech Tagger" "Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text." NA
"1308" "RTjrhD" "Stanford NLP Group: Part-of-Speech Tagger" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "106" "Stanford NLP Group: Part-of-Speech Tagger" "Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text." NA
"1309" "RTjrhD" "Stanford NLP Group: Part-of-Speech Tagger" "archiving" "https://vocabs.dariah.eu/tadirah/archiving" "Q10418049" "archiving" "106" "Stanford NLP Group: Part-of-Speech Tagger" "Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text." NA
"1310" "L0lPLb" "Stanford NLP Group: Stanford Parser" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "107" "Stanford NLP Group: Stanford Parser" "Stanford Parser is a free Java implementation for the statistical parsing of text, and a part of the Stanford Natural Language Processing toolset. This tool can be used with English, Chinese, German and Arabic. A demo web browser version is also available. " NA
"1311" "L0lPLb" "Stanford NLP Group: Stanford Parser" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "107" "Stanford NLP Group: Stanford Parser" "Stanford Parser is a free Java implementation for the statistical parsing of text, and a part of the Stanford Natural Language Processing toolset. This tool can be used with English, Chinese, German and Arabic. A demo web browser version is also available. " NA
"1312" "lCeGCH" "Stanford NLP Group: Stanford Phrasal" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "108" "Stanford NLP Group: Stanford Phrasal" "Stanford Phrasal is a a free Java implementation for phrase-based machine translation. It provides an easy to use API for implementating new decoding model features and supports unique capabilities such as translating using phrases that include gaps and conditional extraction of phrase-tables and lexical reordering models. " NA
"1313" "lCeGCH" "Stanford NLP Group: Stanford Phrasal" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "108" "Stanford NLP Group: Stanford Phrasal" "Stanford Phrasal is a a free Java implementation for phrase-based machine translation. It provides an easy to use API for implementating new decoding model features and supports unique capabilities such as translating using phrases that include gaps and conditional extraction of phrase-tables and lexical reordering models. " NA
"1314" "9SQ4M5" "Stanford NLP Group: Stanford Tokenizer" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "109" "Stanford NLP Group: Stanford Tokenizer" "Stanford Tokenizer is a free Java implementation for diving an English text into tokens such as words, and a part of the Stanford Natural Language Processing toolset. This tool is not available on its own, but is bundled with other tools in the same set, including Stanford Parser, Stanford Part-of-Speech Tagger, Stanford Named Entity Recognizer, and Stanford CoreNLP." NA
"1315" "9SQ4M5" "Stanford NLP Group: Stanford Tokenizer" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "109" "Stanford NLP Group: Stanford Tokenizer" "Stanford Tokenizer is a free Java implementation for diving an English text into tokens such as words, and a part of the Stanford Natural Language Processing toolset. This tool is not available on its own, but is bundled with other tools in the same set, including Stanford Parser, Stanford Part-of-Speech Tagger, Stanford Named Entity Recognizer, and Stanford CoreNLP." NA
"1316" "LismtE" "Stanford NLP Group: Stanford Topic Modelling Toolbox" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "110" "Stanford NLP Group: Stanford Topic Modelling Toolbox" "Stanford Topic Modelling Toolbox is a free collection of topic modelling tools, and a part of the Stanford Natural Language Processing toolset. It is designed for social scientists and other users who need to analyze datasets with a substantial textual component. This tool can accept and generate tab-separated and comma-separated values, and is designed to work in combination with spreadsheet programs like Excel." NA
"1317" "LismtE" "Stanford NLP Group: Stanford Topic Modelling Toolbox" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "110" "Stanford NLP Group: Stanford Topic Modelling Toolbox" "Stanford Topic Modelling Toolbox is a free collection of topic modelling tools, and a part of the Stanford Natural Language Processing toolset. It is designed for social scientists and other users who need to analyze datasets with a substantial textual component. This tool can accept and generate tab-separated and comma-separated values, and is designed to work in combination with spreadsheet programs like Excel." NA
"1318" "DyYFfp" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "111" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "Stanford Tregex and Tsurgeon is a bundled pair of tools from the Stanford Natural Language Processing toolset. Tregex is a utility for using tree relationships and regular expressions to match patterns in trees, while Tsurgeon is a tree transformation language." NA
"1319" "DyYFfp" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "111" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "Stanford Tregex and Tsurgeon is a bundled pair of tools from the Stanford Natural Language Processing toolset. Tregex is a utility for using tree relationships and regular expressions to match patterns in trees, while Tsurgeon is a tree transformation language." NA
"1320" "DyYFfp" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "111" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "Stanford Tregex and Tsurgeon is a bundled pair of tools from the Stanford Natural Language Processing toolset. Tregex is a utility for using tree relationships and regular expressions to match patterns in trees, while Tsurgeon is a tree transformation language." NA
"1321" "DyYFfp" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "transformation" "https://vocabs.dariah.eu/tadirah/transformation" "Q65757353" "transformation" "111" "Stanford NLP Group: Stanford Tregex and Tsurgeon" "Stanford Tregex and Tsurgeon is a bundled pair of tools from the Stanford Natural Language Processing toolset. Tregex is a utility for using tree relationships and regular expressions to match patterns in trees, while Tsurgeon is a tree transformation language." NA
"1322" "AIhwpV" "Stanford NLP Group: Stanford Word Segmenter" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "142" "Stanford NLP Group: Stanford Word Segmenter" "Stanford Word Segmenter is a free, open source Java-based tokenization tool for Chinese and Arabic text that integrates token pre-processing, or segmentation. For Arabic, the tool processes text according to the Penn Arabic Treebank 3 standard. For Chinese, users can choose between the Chinese Penn Treebank or Peking University standards." NA
"1323" "AIhwpV" "Stanford NLP Group: Stanford Word Segmenter" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "142" "Stanford NLP Group: Stanford Word Segmenter" "Stanford Word Segmenter is a free, open source Java-based tokenization tool for Chinese and Arabic text that integrates token pre-processing, or segmentation. For Arabic, the tool processes text according to the Penn Arabic Treebank 3 standard. For Chinese, users can choose between the Chinese Penn Treebank or Peking University standards." NA
"1324" "nLo3YI" "Stanford Sentiment Analysis" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "472" "Stanford Sentiment Analysis" "The Stanford NLP Group's Sentiment Analysis tool is a free, web based live demo based on a sentiment analysis treebank, trained to predict the sentiment in movie reviews. Users can test out the sentiment analysis model with their own text in the box provided. The dataset and code is available for download, and the sentiment analysis model is now integrated into Stanford CoreNLP." NA
"1325" "nLo3YI" "Stanford Sentiment Analysis" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "472" "Stanford Sentiment Analysis" "The Stanford NLP Group's Sentiment Analysis tool is a free, web based live demo based on a sentiment analysis treebank, trained to predict the sentiment in movie reviews. Users can test out the sentiment analysis model with their own text in the box provided. The dataset and code is available for download, and the sentiment analysis model is now integrated into Stanford CoreNLP." NA
"1326" "TZ2lS7" "Stanford Vis Group: Data Wrangler" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "113" "Stanford Vis Group: Data Wrangler" "Data Wrangler is free web-based tool for interactive data cleaning and transformation. It takes raw data and transforms it into data tables for further analysis and cleaning. The results can be exported in a variety of data table formats, including Excel, R, Tableau and Protovis." NA
"1327" "TZ2lS7" "Stanford Vis Group: Data Wrangler" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "113" "Stanford Vis Group: Data Wrangler" "Data Wrangler is free web-based tool for interactive data cleaning and transformation. It takes raw data and transforms it into data tables for further analysis and cleaning. The results can be exported in a variety of data table formats, including Excel, R, Tableau and Protovis." NA
"1328" "TZ2lS7" "Stanford Vis Group: Data Wrangler" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "113" "Stanford Vis Group: Data Wrangler" "Data Wrangler is free web-based tool for interactive data cleaning and transformation. It takes raw data and transforms it into data tables for further analysis and cleaning. The results can be exported in a variety of data table formats, including Excel, R, Tableau and Protovis." NA
"1329" "TZ2lS7" "Stanford Vis Group: Data Wrangler" "transformation" "https://vocabs.dariah.eu/tadirah/transformation" "Q65757353" "transformation" "113" "Stanford Vis Group: Data Wrangler" "Data Wrangler is free web-based tool for interactive data cleaning and transformation. It takes raw data and transforms it into data tables for further analysis and cleaning. The results can be exported in a variety of data table formats, including Excel, R, Tableau and Protovis." NA
"1330" "qUZguv" "Stanford Vis Group: Protovis" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "114" "Stanford Vis Group: Protovis" "Protovis is a free, open source tool for composing custom views of data from simple elements such as bars or dots. Marks are defined through dynamic properties to allow inheritance, scales and layouts for simplified visualization construction. This tool uses JavaScript and SVG in order to ensure web-native visualizations. Protovis is no longer under active construction; many of the concepts used in its development have been implemented in its successor, D3.js." NA
"1331" "qUZguv" "Stanford Vis Group: Protovis" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "114" "Stanford Vis Group: Protovis" "Protovis is a free, open source tool for composing custom views of data from simple elements such as bars or dots. Marks are defined through dynamic properties to allow inheritance, scales and layouts for simplified visualization construction. This tool uses JavaScript and SVG in order to ensure web-native visualizations. Protovis is no longer under active construction; many of the concepts used in its development have been implemented in its successor, D3.js." NA
"1332" "qUZguv" "Stanford Vis Group: Protovis" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "114" "Stanford Vis Group: Protovis" "Protovis is a free, open source tool for composing custom views of data from simple elements such as bars or dots. Marks are defined through dynamic properties to allow inheritance, scales and layouts for simplified visualization construction. This tool uses JavaScript and SVG in order to ensure web-native visualizations. Protovis is no longer under active construction; many of the concepts used in its development have been implemented in its successor, D3.js." NA
"1333" "LcpuyC" "STAP" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "398" "STAP" "STAP (State Transition Network Analysis Procedure) was a program for parsing developed in the 1960s. It could determine correct parsing by following all possible branches until all possibilities permitted by its ruleset were exhausted." NA
"1334" "LcpuyC" "STAP" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "398" "STAP" "STAP (State Transition Network Analysis Procedure) was a program for parsing developed in the 1960s. It could determine correct parsing by following all possible branches until all possibilities permitted by its ruleset were exhausted." NA
"1335" "LcpuyC" "STAP" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" "398" "STAP" "STAP (State Transition Network Analysis Procedure) was a program for parsing developed in the 1960s. It could determine correct parsing by following all possible branches until all possibilities permitted by its ruleset were exhausted." NA
"1336" "VG8sSv" "STASEL (Stylistic Treatment at the Sentence Level)" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "270" "STASEL (Stylistic Treatment at the Sentence Level)" "STASEL (Stylistic Treatment at the Sentence Level) is a historically important program designed to analyze text. It was intended for language and style instruction, but had research-based applications." NA
"1337" "VG8sSv" "STASEL (Stylistic Treatment at the Sentence Level)" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "270" "STASEL (Stylistic Treatment at the Sentence Level)" "STASEL (Stylistic Treatment at the Sentence Level) is a historically important program designed to analyze text. It was intended for language and style instruction, but had research-based applications." NA
"1338" "VG8sSv" "STASEL (Stylistic Treatment at the Sentence Level)" "stylisticAnalysis" "https://vocabs.dariah.eu/tadirah/stylisticAnalysis" "Q11873636" "stylistic analysis" "270" "STASEL (Stylistic Treatment at the Sentence Level)" "STASEL (Stylistic Treatment at the Sentence Level) is a historically important program designed to analyze text. It was intended for language and style instruction, but had research-based applications." NA
"1339" "MQnyM6" "StatCrunch" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1476" "StatCrunch" "StatCrunch is web-based statistical analysis and data-sharing software." "Q39052740"
"1340" "PsGYHu" "Statistical Lab" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1475" "Statistical Lab" "Statistical Lab is a graphical user interface designed to make statistical analysis easier to understand. This interactive tool will connect and display data frames, frequency tables, random numbers or matrixes. Statistical Lab uses R to run calculations, conduct analyses and perform multiple simulations and manipulations." NA
"1341" "GsP0EZ" "Statistical Package for the Social Sciences (SPSS)" "modeling" "https://vocabs.dariah.eu/tadirah/modeling" "Q1116876" "scientific modeling" "1588" "Statistical Package for the Social Sciences (SPSS)" "SPSS  is software for managing data and calculating a wide variety of statistics.  It delivers a robust set of features that lets your organization extract actionable insights from its data." NA
"1342" "GsP0EZ" "Statistical Package for the Social Sciences (SPSS)" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1588" "Statistical Package for the Social Sciences (SPSS)" "SPSS  is software for managing data and calculating a wide variety of statistics.  It delivers a robust set of features that lets your organization extract actionable insights from its data." NA
"1343" "GsP0EZ" "Statistical Package for the Social Sciences (SPSS)" "dataCleansing" "https://vocabs.dariah.eu/tadirah/dataCleansing" "Q1172378" "data cleansing" "1588" "Statistical Package for the Social Sciences (SPSS)" "SPSS  is software for managing data and calculating a wide variety of statistics.  It delivers a robust set of features that lets your organization extract actionable insights from its data." NA
"1344" "GsP0EZ" "Statistical Package for the Social Sciences (SPSS)" "interpreting" "https://vocabs.dariah.eu/tadirah/interpreting" "Q15756478" "Interpreting" "1588" "Statistical Package for the Social Sciences (SPSS)" "SPSS  is software for managing data and calculating a wide variety of statistics.  It delivers a robust set of features that lets your organization extract actionable insights from its data." NA
"1345" "jOtRWJ" "Statwing" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "879" "Statwing" "Statwing is an easy-to-use, web-based tool for data analysis and visualization. Upload data, select variables of interest, and Statwing automatically selects statistical tests and visualizations, then distills the results into plain English sentences (as well as traditional statistical output for those so inclined).Free trial available, as well as multiple pricing plans:Statwing Silver — $50/month (unlimited datasets up to 50 MB each)Statwing Gold — $100/month (unlimited datasets up to 500 MB each)Statwing Enterprise — Inquire for cost (unlimited datasets up to 5 GB each, optional on-premise deploy)" NA
"1346" "jOtRWJ" "Statwing" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "879" "Statwing" "Statwing is an easy-to-use, web-based tool for data analysis and visualization. Upload data, select variables of interest, and Statwing automatically selects statistical tests and visualizations, then distills the results into plain English sentences (as well as traditional statistical output for those so inclined).Free trial available, as well as multiple pricing plans:Statwing Silver — $50/month (unlimited datasets up to 50 MB each)Statwing Gold — $100/month (unlimited datasets up to 500 MB each)Statwing Enterprise — Inquire for cost (unlimited datasets up to 5 GB each, optional on-premise deploy)" NA
"1347" "jOtRWJ" "Statwing" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "879" "Statwing" "Statwing is an easy-to-use, web-based tool for data analysis and visualization. Upload data, select variables of interest, and Statwing automatically selects statistical tests and visualizations, then distills the results into plain English sentences (as well as traditional statistical output for those so inclined).Free trial available, as well as multiple pricing plans:Statwing Silver — $50/month (unlimited datasets up to 50 MB each)Statwing Gold — $100/month (unlimited datasets up to 500 MB each)Statwing Enterprise — Inquire for cost (unlimited datasets up to 5 GB each, optional on-premise deploy)" NA
"1348" "x9zF2R" "Stemming and Lemmatization using NLTK" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "664" "Stemming and Lemmatization using NLTK" "This Jupyter Notebook showcases the different ways of stemming and lemmatization a text using nltk." NA
"1349" "x9zF2R" "Stemming and Lemmatization using NLTK" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "664" "Stemming and Lemmatization using NLTK" "This Jupyter Notebook showcases the different ways of stemming and lemmatization a text using nltk." NA
"1350" "x9zF2R" "Stemming and Lemmatization using NLTK" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "664" "Stemming and Lemmatization using NLTK" "This Jupyter Notebook showcases the different ways of stemming and lemmatization a text using nltk." NA
"1351" "x9zF2R" "Stemming and Lemmatization using NLTK" "dataCleansing" "https://vocabs.dariah.eu/tadirah/dataCleansing" "Q1172378" "data cleansing" "664" "Stemming and Lemmatization using NLTK" "This Jupyter Notebook showcases the different ways of stemming and lemmatization a text using nltk." NA
"1352" "jewYHA" "StoryKit" "publishing" "https://vocabs.dariah.eu/tadirah/publishing" "Q3972943" "publishing" "1153" "StoryKit" "StoryKit allows you to create an electronic storybook." NA
"1353" "jewYHA" "StoryKit" "sharing" "https://vocabs.dariah.eu/tadirah/sharing" "Q459221" "sharing" "1153" "StoryKit" "StoryKit allows you to create an electronic storybook." NA
"1354" "jewYHA" "StoryKit" "writing" "https://vocabs.dariah.eu/tadirah/writing" "Q110484020" "writing" "1153" "StoryKit" "StoryKit allows you to create an electronic storybook." NA
"1355" "jewYHA" "StoryKit" "teaching" "https://vocabs.dariah.eu/tadirah/teaching" "Q352842" "teaching" "1153" "StoryKit" "StoryKit allows you to create an electronic storybook." NA
"1356" "6kBCsI" "StoryMapJS" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1357" "6kBCsI" "StoryMapJS" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1358" "6kBCsI" "StoryMapJS" "publishing" "https://vocabs.dariah.eu/tadirah/publishing" "Q3972943" "publishing" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1359" "6kBCsI" "StoryMapJS" "communicating" "https://vocabs.dariah.eu/tadirah/communicating" "Q11024" "communicating" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1360" "6kBCsI" "StoryMapJS" "sharing" "https://vocabs.dariah.eu/tadirah/sharing" "Q459221" "sharing" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1361" "6kBCsI" "StoryMapJS" "contextualizing" "https://vocabs.dariah.eu/tadirah/contextualizing" "Q123783454" "contextualizing" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1362" "6kBCsI" "StoryMapJS" "spatialAnalysis" "https://vocabs.dariah.eu/tadirah/spatialAnalysis" "Q1938983" "spatial analysis" "855" "StoryMapJS" "StoryMapJS is a project by KnightLab which aims to help journalists and historians tell stories by using maps using a straight-forward and simple authoring tool. It is constructed around a framework of highlighting the locations of a series of events. As an editing tool, it is relatively intuitive and easy to use." NA
"1363" "orikic" "STRAP 2.0" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "420" "STRAP 2.0" "STRAP 2.0 (Structural Analysis Programs) was a package of interrelated programs for analyzing tagged texts. It was intended to index, conduct contextual searches and generate distribution diagrams for literary texts. It could also recognize punctuation marks, generate word counts, and accommodate alphabets for multiple languages." NA
"1364" "orikic" "STRAP 2.0" "structuralAnalysis" "https://vocabs.dariah.eu/tadirah/structuralAnalysis" "Q123751127" "structuralAnalysis" "420" "STRAP 2.0" "STRAP 2.0 (Structural Analysis Programs) was a package of interrelated programs for analyzing tagged texts. It was intended to index, conduct contextual searches and generate distribution diagrams for literary texts. It could also recognize punctuation marks, generate word counts, and accommodate alphabets for multiple languages." NA
