"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"3624" "i1SdRL" "IBM InfoSphere" "storing" "https://vocabs.dariah.eu/tadirah/storing" "Q123819222" "storing" "1382" "IBM InfoSphere" "IBM InfoSphere is intended for enterprise-scale data warehouses, delivering access to structured and unstructured information and operational and transactional data." "Q5968860"
"3625" "l5srY9" "iBoogie" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "1088" "iBoogie" "iBoogie is a clustering search engine that puts documents with similar content or with related topics into the same group. Each group is assigned a label based on the content of the documents. The results are presented to the user in a hierarchy of topics (clusters) for browsing." NA
"3626" "ZdqfUn" "ICE (Integrated Content Environment)" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "1407" "ICE (Integrated Content Environment)" "Integrated Content Environment (ICE) was an open source project of the Learning Resources Development (LRD) unit at the University of Southern Queensland. The content management system allowed users to convert content authored in Microsoft Word or OpenOffice.org Writer into self-contained course websites using the IMS format.The ICE authoring environment enabled:Basic generic formatting of a document using styles for headings and other structural elementsPedagogical elements such as learning outcomes, lists of readings and activitiesPiece-by-piece course construction with immediate feedback about the web and print viewsModular collaborative and distributed authoringRevision controlContent reuseBasic print and web/CD publishing under author controlCommon/generic content

ICE is no longer running." NA
"3627" "ZdqfUn" "ICE (Integrated Content Environment)" "publishing" "https://vocabs.dariah.eu/tadirah/publishing" "Q3972943" "publishing" "1407" "ICE (Integrated Content Environment)" "Integrated Content Environment (ICE) was an open source project of the Learning Resources Development (LRD) unit at the University of Southern Queensland. The content management system allowed users to convert content authored in Microsoft Word or OpenOffice.org Writer into self-contained course websites using the IMS format.The ICE authoring environment enabled:Basic generic formatting of a document using styles for headings and other structural elementsPedagogical elements such as learning outcomes, lists of readings and activitiesPiece-by-piece course construction with immediate feedback about the web and print viewsModular collaborative and distributed authoringRevision controlContent reuseBasic print and web/CD publishing under author controlCommon/generic content

ICE is no longer running." NA
"3628" "ZdqfUn" "ICE (Integrated Content Environment)" "disseminating" "https://vocabs.dariah.eu/tadirah/disseminating" "Q123819226" "disseminating" "1407" "ICE (Integrated Content Environment)" "Integrated Content Environment (ICE) was an open source project of the Learning Resources Development (LRD) unit at the University of Southern Queensland. The content management system allowed users to convert content authored in Microsoft Word or OpenOffice.org Writer into self-contained course websites using the IMS format.The ICE authoring environment enabled:Basic generic formatting of a document using styles for headings and other structural elementsPedagogical elements such as learning outcomes, lists of readings and activitiesPiece-by-piece course construction with immediate feedback about the web and print viewsModular collaborative and distributed authoringRevision controlContent reuseBasic print and web/CD publishing under author controlCommon/generic content

ICE is no longer running." NA
"3629" "ZdqfUn" "ICE (Integrated Content Environment)" "webDevelopment" "https://vocabs.dariah.eu/tadirah/webDevelopment" "Q386275" "web development" "1407" "ICE (Integrated Content Environment)" "Integrated Content Environment (ICE) was an open source project of the Learning Resources Development (LRD) unit at the University of Southern Queensland. The content management system allowed users to convert content authored in Microsoft Word or OpenOffice.org Writer into self-contained course websites using the IMS format.The ICE authoring environment enabled:Basic generic formatting of a document using styles for headings and other structural elementsPedagogical elements such as learning outcomes, lists of readings and activitiesPiece-by-piece course construction with immediate feedback about the web and print viewsModular collaborative and distributed authoringRevision controlContent reuseBasic print and web/CD publishing under author controlCommon/generic content

ICE is no longer running." NA
"3630" "ZdqfUn" "ICE (Integrated Content Environment)" "writing" "https://vocabs.dariah.eu/tadirah/writing" "Q110484020" "writing" "1407" "ICE (Integrated Content Environment)" "Integrated Content Environment (ICE) was an open source project of the Learning Resources Development (LRD) unit at the University of Southern Queensland. The content management system allowed users to convert content authored in Microsoft Word or OpenOffice.org Writer into self-contained course websites using the IMS format.The ICE authoring environment enabled:Basic generic formatting of a document using styles for headings and other structural elementsPedagogical elements such as learning outcomes, lists of readings and activitiesPiece-by-piece course construction with immediate feedback about the web and print viewsModular collaborative and distributed authoringRevision controlContent reuseBasic print and web/CD publishing under author controlCommon/generic content

ICE is no longer running." NA
"3631" "XiOdBo" "iCharts" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1526" "ICharts" "iCharts BI is the leading native visual reporting application for companies today. Build robust visuals and analytics without leaving your ERP dashboard.

Provide a native NetSuite experience to all your users

Manage your reporting and analytics

Visualize your NetSuite data in real-time

Learn more from your NetSuite data" "Q5969873"
"3632" "XiOdBo" "iCharts" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1526" "ICharts" "iCharts BI is the leading native visual reporting application for companies today. Build robust visuals and analytics without leaving your ERP dashboard.

Provide a native NetSuite experience to all your users

Manage your reporting and analytics

Visualize your NetSuite data in real-time

Learn more from your NetSuite data" "Q5969873"
"3633" "XiOdBo" "iCharts" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1526" "ICharts" "iCharts BI is the leading native visual reporting application for companies today. Build robust visuals and analytics without leaving your ERP dashboard.

Provide a native NetSuite experience to all your users

Manage your reporting and analytics

Visualize your NetSuite data in real-time

Learn more from your NetSuite data" "Q5969873"
"3634" "LLhGSH" "Icon" "programming" "https://vocabs.dariah.eu/tadirah/programming" "Q80006" "computer programming" "280" "Icon" "Icon is a historically important programming language that builds on SNOBOL to extend its utility to groups like humanists." "Q1156474"
"3635" "LLhGSH" "Icon" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "280" "Icon" "Icon is a historically important programming language that builds on SNOBOL to extend its utility to groups like humanists." "Q1156474"
"3636" "30NzUW" "ICTA (internet community text analyzer)" "networkAnalysis" "https://vocabs.dariah.eu/tadirah/networkAnalysis" "Q4417999" "network analysis" "1380" "ICTA (internet community text analyzer)" "Netlytic is a web-based system for automated text analysis and discovery of social networks from electronic communication such as emails, forums, blogs and chats. What can the current version of Netlytic do?	Import and clean your data set from an RSS feed, an external database or a text file	Find and explore emerging themes of discussions	Build and visualize Chain Networks (social networks based on the number of messages exchanged between individuals) and Name Networks (social networks built from mining personal names)." NA
"3637" "qM7EO6" "igraph" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" NA NA NA NA
"3638" "qM7EO6" "igraph" "programming" "https://vocabs.dariah.eu/tadirah/programming" "Q80006" "computer programming" NA NA NA NA
"3639" "qM7EO6" "igraph" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" NA NA NA NA
"3640" "9FlSPB" "IIIF Universal Viewer" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" NA NA NA NA
"3641" "Btl7lo" "IITagger" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "434" "IITagger" "IITagger was a part of speech tagging system developed in the 1990s to assign part of speech information to words from the Wall Street Journal." NA
"3642" "Btl7lo" "IITagger" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "434" "IITagger" "IITagger was a part of speech tagging system developed in the 1990s to assign part of speech information to words from the Wall Street Journal." NA
"3643" "Btl7lo" "IITagger" "tagging" "https://vocabs.dariah.eu/tadirah/tagging" "Q43401994" "tagging" "434" "IITagger" "IITagger was a part of speech tagging system developed in the 1990s to assign part of speech information to words from the Wall Street Journal." NA
"3644" "oePQcm" "ImageJ" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" NA NA NA NA
"3645" "oePQcm" "ImageJ" "programming" "https://vocabs.dariah.eu/tadirah/programming" "Q80006" "computer programming" NA NA NA NA
"3646" "oePQcm" "ImageJ" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" NA NA NA NA
"3647" "oePQcm" "ImageJ" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" NA NA NA NA
"3648" "oePQcm" "ImageJ" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" NA NA NA NA
"3649" "oePQcm" "ImageJ" "designing" "https://vocabs.dariah.eu/tadirah/designing" "Q123783459" "designing" NA NA NA NA
"3650" "zoecDB" "ImageMagik" "dataCleansing" "https://vocabs.dariah.eu/tadirah/dataCleansing" "Q1172378" "data cleansing" "1209" "ImageMagik" "A software suite for displaying, converting and editing still images stored in a raster image format. Image manipulation may be performed via the command line, API libraries, or through a simply graphical user interface. With recent development, it can now be used to store images in over 200 different image formats.Features: Software control through API and command lineFormat conversionImage transformationTransparency supportFormat identificationText to image conversionRead, process, or write mega-, giga-, or tera-pixel image sizesDistributed pixel cachePerceptual hash" NA
"3651" "zoecDB" "ImageMagik" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "1209" "ImageMagik" "A software suite for displaying, converting and editing still images stored in a raster image format. Image manipulation may be performed via the command line, API libraries, or through a simply graphical user interface. With recent development, it can now be used to store images in over 200 different image formats.Features: Software control through API and command lineFormat conversionImage transformationTransparency supportFormat identificationText to image conversionRead, process, or write mega-, giga-, or tera-pixel image sizesDistributed pixel cachePerceptual hash" NA
"3652" "AghfNa" "Image Map Tool" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "1409" "Image Map Tool" "Image Map Tool allows you to upload an image (or specify the URL of an image found online) and turn it into a clickable image map." NA
"3653" "AghfNa" "Image Map Tool" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "1409" "Image Map Tool" "Image Map Tool allows you to upload an image (or specify the URL of an image found online) and turn it into a clickable image map." NA
"3654" "AghfNa" "Image Map Tool" "communicating" "https://vocabs.dariah.eu/tadirah/communicating" "Q11024" "communicating" "1409" "Image Map Tool" "Image Map Tool allows you to upload an image (or specify the URL of an image found online) and turn it into a clickable image map." NA
"3655" "AghfNa" "Image Map Tool" "webDevelopment" "https://vocabs.dariah.eu/tadirah/webDevelopment" "Q386275" "web development" "1409" "Image Map Tool" "Image Map Tool allows you to upload an image (or specify the URL of an image found online) and turn it into a clickable image map." NA
"3656" "AghfNa" "Image Map Tool" "designing" "https://vocabs.dariah.eu/tadirah/designing" "Q123783459" "designing" "1409" "Image Map Tool" "Image Map Tool allows you to upload an image (or specify the URL of an image found online) and turn it into a clickable image map." NA
"3657" "amnINO" "import.io" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "624" "Import.io" "import.io is a commercial tool for extracting and structuring web data." "Q18351170"
"3658" "amnINO" "import.io" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "624" "Import.io" "import.io is a commercial tool for extracting and structuring web data." "Q18351170"
"3659" "gzjUpY" "Improvise" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "190" "Improvise" "Improvise is a free Java software architecture and user interface designed to enable the construction and browsing of interactive visualizations, integrating a declarative visual query language." NA
"3660" "gzjUpY" "Improvise" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "190" "Improvise" "Improvise is a free Java software architecture and user interface designed to enable the construction and browsing of interactive visualizations, integrating a declarative visual query language." NA
"3661" "gzjUpY" "Improvise" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "190" "Improvise" "Improvise is a free Java software architecture and user interface designed to enable the construction and browsing of interactive visualizations, integrating a declarative visual query language." NA
"3662" "CbRPcP" "IMS Open Corpus Workbench (CWB)" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "642" "IMS Open Corpus Workbench (CWB)" "CWB is a collection of open-source tools for managing and querying large text corpora (ranging from 10 million to 2 billion words) with linguistic annotations. Its central component is the flexible and efficient query processor CQP. (Citation: homepage)

APIs in Perl, C, Python, R and via CQPweb web interface (http://cwb.sourceforge.net/doc_perl.php)" NA
"3663" "ehpZXn" "INCEpTION" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" NA NA NA NA
"3664" "5cR2GF" "INDEXAR - Digital Repositories of Knowledge" "storing" "https://vocabs.dariah.eu/tadirah/storing" "Q123819222" "storing" NA NA NA NA
"3665" "5cR2GF" "INDEXAR - Digital Repositories of Knowledge" "searching" "https://vocabs.dariah.eu/tadirah/searching" "Q11540953" "searching" NA NA NA NA
"3666" "MVhX7j" "Indexhibit" "webDevelopment" "https://vocabs.dariah.eu/tadirah/webDevelopment" "Q386275" "web development" "997" "Indexhibit" "A web application used to build and maintain an archetypal, invisible website format that combines text, image, movie and sound.

What is it?

Indexhibit is a pioneering CMS web application founded in 2006 which is used to create websites in the established index + exhibit format.

The Indexhibit format has become archetypal for the creative community, combining good functionality and usability for the website maker and visitors.

Who is it for?

Everybody who would like to build and manage their own website embracing the archetypal index + exhibit format.

Why use it?

To become part of a community of users who place emphasis on content over complicated website design." "Q3150060"
"3667" "SXWIKK" "Infegy" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1546" "Infegy" "Social media research software that provides true understanding of how people feel about any topic being discussed on the social web.

Fully customize and white label all your social data projects

Integrate social data and text analysis into your business critical applications." NA
"3668" "SXWIKK" "Infegy" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "1546" "Infegy" "Social media research software that provides true understanding of how people feel about any topic being discussed on the social web.

Fully customize and white label all your social data projects

Integrate social data and text analysis into your business critical applications." NA
"3669" "SXWIKK" "Infegy" "interpreting" "https://vocabs.dariah.eu/tadirah/interpreting" "Q15756478" "Interpreting" "1546" "Infegy" "Social media research software that provides true understanding of how people feel about any topic being discussed on the social web.

Fully customize and white label all your social data projects

Integrate social data and text analysis into your business critical applications." NA
"3670" "1IGx4J" "InfoExtractor" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "625" "InfoExtractor" "InfoExtractor is a tool for scraping structured data from a URL, such as the title and viewcount of a YouTube video. It currently supports extraction from YouTube video and profile pages, Facebook profiles and pages, Wikipedia entries, Huffingtonpost posts, Blogcatalog blog post and The Heritage Foundation Blog (The Foundry)." NA
"3671" "1IGx4J" "InfoExtractor" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "625" "InfoExtractor" "InfoExtractor is a tool for scraping structured data from a URL, such as the title and viewcount of a YouTube video. It currently supports extraction from YouTube video and profile pages, Facebook profiles and pages, Wikipedia entries, Huffingtonpost posts, Blogcatalog blog post and The Heritage Foundation Blog (The Foundry)." NA
"3672" "mzcLCy" "Infogram" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1512" "Infogram" "The simple way to make all your data dazzle

Infographics:
Create stunning infographics that boost visitor engagement on your website or blog.

Reports:
Stand out with interactive marketing reports, sales collateral, and more.

Charts:
High-quality graphs and charts are a snap. Just import your data, customize, and share.

Dashboards:
Connect your data to build live, easily shareable dashboards that visually track your business.

Maps:
Use our map maker to publish professional-quality interactive maps that impress and inform.

Social Media Visuals:
Use our huge bank of photos and icons to create stunning images for Facebook, Instagram, and Twitter." "Q18822264"
"3673" "mzcLCy" "Infogram" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1512" "Infogram" "The simple way to make all your data dazzle

Infographics:
Create stunning infographics that boost visitor engagement on your website or blog.

Reports:
Stand out with interactive marketing reports, sales collateral, and more.

Charts:
High-quality graphs and charts are a snap. Just import your data, customize, and share.

Dashboards:
Connect your data to build live, easily shareable dashboards that visually track your business.

Maps:
Use our map maker to publish professional-quality interactive maps that impress and inform.

Social Media Visuals:
Use our huge bank of photos and icons to create stunning images for Facebook, Instagram, and Twitter." "Q18822264"
"3674" "NX2B3f" "INKE: Dynamic Table of Contexts" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "153" "INKE: Dynamic Table of Contexts" "Dynamic Table of Contexts is a free tool for supplementing a traditional table of contents for a text. It allows users to add or subtract index items based on XML encoding. This tool requires the creation of an account." NA
"3675" "NX2B3f" "INKE: Dynamic Table of Contexts" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "153" "INKE: Dynamic Table of Contexts" "Dynamic Table of Contexts is a free tool for supplementing a traditional table of contents for a text. It allows users to add or subtract index items based on XML encoding. This tool requires the creation of an account." NA
"3676" "NX2B3f" "INKE: Dynamic Table of Contexts" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "153" "INKE: Dynamic Table of Contexts" "Dynamic Table of Contexts is a free tool for supplementing a traditional table of contents for a text. It allows users to add or subtract index items based on XML encoding. This tool requires the creation of an account." NA
"3677" "NX2B3f" "INKE: Dynamic Table of Contexts" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "153" "INKE: Dynamic Table of Contexts" "Dynamic Table of Contexts is a free tool for supplementing a traditional table of contents for a text. It allows users to add or subtract index items based on XML encoding. This tool requires the creation of an account." NA
"3678" "NX2B3f" "INKE: Dynamic Table of Contexts" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "153" "INKE: Dynamic Table of Contexts" "Dynamic Table of Contexts is a free tool for supplementing a traditional table of contents for a text. It allows users to add or subtract index items based on XML encoding. This tool requires the creation of an account." NA
"3679" "YF1Z6z" "Inkscape" "imaging" "https://vocabs.dariah.eu/tadirah/imaging" "Q12713609" "imaging" "790" "Inkscape" "Inkscape is an open-source vector based imaging programme similar to Adobe Illustrator, Corel Draw, Freehand, or Xara X." "Q8041"
"3680" "YF1Z6z" "Inkscape" "drawing" "https://vocabs.dariah.eu/tadirah/drawing" "Q93184" "drawing" "790" "Inkscape" "Inkscape is an open-source vector based imaging programme similar to Adobe Illustrator, Corel Draw, Freehand, or Xara X." "Q8041"
"3681" "bksRC7" "INL BlackLab" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "328" "INL BlackLab" "From the official BlackLab site: \"BlackLab is a corpus retrieval engine built on top of Apache Lucene. It allows fast, complex searches with accurate hit highlighting on large, tagged and annotated, bodies of text. It was developed at the Institute of Dutch Lexicology (INL) to provide a fast and feature-rich search interface on our historical and contemporary text corpora. BlackLab is licensed under the Apache License 2.0.\" BlackLab is not an end-user application, but an extension to Apache Lucene.  It requires programming experience to use.  Several sites have so far been built using BlackLab.  The BlackLab FAQ at https://github.com/INL/BlackLab/wiki/Frequently-Asked-Questions lists several of these. BlackLab is very useful as search engine for morphologically adorned corpora.  The principal search language syntax is similar to that of traditional corpus search engine tools such as the Corpus Workbench or the Sketch Engine.    " NA
"3682" "bksRC7" "INL BlackLab" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "328" "INL BlackLab" "From the official BlackLab site: \"BlackLab is a corpus retrieval engine built on top of Apache Lucene. It allows fast, complex searches with accurate hit highlighting on large, tagged and annotated, bodies of text. It was developed at the Institute of Dutch Lexicology (INL) to provide a fast and feature-rich search interface on our historical and contemporary text corpora. BlackLab is licensed under the Apache License 2.0.\" BlackLab is not an end-user application, but an extension to Apache Lucene.  It requires programming experience to use.  Several sites have so far been built using BlackLab.  The BlackLab FAQ at https://github.com/INL/BlackLab/wiki/Frequently-Asked-Questions lists several of these. BlackLab is very useful as search engine for morphologically adorned corpora.  The principal search language syntax is similar to that of traditional corpus search engine tools such as the Corpus Workbench or the Sketch Engine.    " NA
"3683" "Ypj0ZJ" "InPh0 Topic Explorer" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "659" "InPh0 Topic Explorer" "The InPhO Topic Explorer features a powerful interactive coding environment that enables direct manipulation of the corpus and models, in contrast to the web visualization." NA
"3684" "Ypj0ZJ" "InPh0 Topic Explorer" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "659" "InPh0 Topic Explorer" "The InPhO Topic Explorer features a powerful interactive coding environment that enables direct manipulation of the corpus and models, in contrast to the web visualization." NA
"3685" "Ypj0ZJ" "InPh0 Topic Explorer" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "659" "InPh0 Topic Explorer" "The InPhO Topic Explorer features a powerful interactive coding environment that enables direct manipulation of the corpus and models, in contrast to the web visualization." NA
"3686" "Ypj0ZJ" "InPh0 Topic Explorer" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "659" "InPh0 Topic Explorer" "The InPhO Topic Explorer features a powerful interactive coding environment that enables direct manipulation of the corpus and models, in contrast to the web visualization." NA
"3687" "1J5NM9" "INRAC Language Compiler" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "267" "INRAC Language Compiler" "INRAC was an early language compiler useful for prototyping natural language processing interfaces, designing conversational systems, and experimental prose and poetry." NA
"3688" "1J5NM9" "INRAC Language Compiler" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "267" "INRAC Language Compiler" "INRAC was an early language compiler useful for prototyping natural language processing interfaces, designing conversational systems, and experimental prose and poetry." NA
"3689" "1J5NM9" "INRAC Language Compiler" "compiling" "https://vocabs.dariah.eu/tadirah/compiling" "Q56248166" "compiling" "267" "INRAC Language Compiler" "INRAC was an early language compiler useful for prototyping natural language processing interfaces, designing conversational systems, and experimental prose and poetry." NA
"3690" "IP3Xmf" "InstantAtlas" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1518" "InstantAtlas" "Geographic Reporting Services and Apps for Data Professionals

Use InstantAtlas services and software to deliver highly-interactive reports, presentations and websites that combine statistics and maps to inform better decision-making." NA
"3691" "IP3Xmf" "InstantAtlas" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1518" "InstantAtlas" "Geographic Reporting Services and Apps for Data Professionals

Use InstantAtlas services and software to deliver highly-interactive reports, presentations and websites that combine statistics and maps to inform better decision-making." NA
"3692" "IP3Xmf" "InstantAtlas" "webDevelopment" "https://vocabs.dariah.eu/tadirah/webDevelopment" "Q386275" "web development" "1518" "InstantAtlas" "Geographic Reporting Services and Apps for Data Professionals

Use InstantAtlas services and software to deliver highly-interactive reports, presentations and websites that combine statistics and maps to inform better decision-making." NA
"3693" "Es3ozf" "Instaviz" "writing" "https://vocabs.dariah.eu/tadirah/writing" "Q110484020" "writing" "1160" "Instaviz" "Instaviz is a pocket whiteboard for the iPhone, iPad or iPod Touch. You sketch rough shapes and lines, and Instaviz transforms them into laid-out diagrams." NA
"3694" "Es3ozf" "Instaviz" "diagramming" "https://vocabs.dariah.eu/tadirah/diagramming" "Q959962" "diagramming" "1160" "Instaviz" "Instaviz is a pocket whiteboard for the iPhone, iPad or iPod Touch. You sketch rough shapes and lines, and Instaviz transforms them into laid-out diagrams." NA
"3695" "GiLW2k" "Insync" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3696" "GiLW2k" "Insync" "converting" "https://vocabs.dariah.eu/tadirah/converting" "Q1783551" "data conversion" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3697" "GiLW2k" "Insync" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3698" "GiLW2k" "Insync" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3699" "GiLW2k" "Insync" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3700" "GiLW2k" "Insync" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3701" "GiLW2k" "Insync" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3702" "GiLW2k" "Insync" "dataCleansing" "https://vocabs.dariah.eu/tadirah/dataCleansing" "Q1172378" "data cleansing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3703" "GiLW2k" "Insync" "disseminating" "https://vocabs.dariah.eu/tadirah/disseminating" "Q123819226" "disseminating" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3704" "GiLW2k" "Insync" "organizing" "https://vocabs.dariah.eu/tadirah/organizing" "Q36993249" "organizing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3705" "GiLW2k" "Insync" "sharing" "https://vocabs.dariah.eu/tadirah/sharing" "Q459221" "sharing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3706" "GiLW2k" "Insync" "storing" "https://vocabs.dariah.eu/tadirah/storing" "Q123819222" "storing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3707" "GiLW2k" "Insync" "writing" "https://vocabs.dariah.eu/tadirah/writing" "Q110484020" "writing" "953" "Insync" "Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more." NA
"3708" "0AHFtS" "Intelligent Archive" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "1604" "Intelligent Archive" "Intelligent Archive is a Java application for stylometry, or computational and statistical analysis of style in texts, produced by the University of Newcastle's Centre for Literary and Linguistic Computing (CLLC). It can handle corpora of plain text, HTML, XML and TEI texts. IA enables you to easily organise texts into sets, manage metadata, generate word frequencies, handle XML tags, and split texts in various ways to generate results that can be exported for further analysis in statistical software. It includes some experimental stylometry techniques developed at the CLLC and special features for handling literary texts such as generating word frequencies for speaking characters in plays." NA
