,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,publication_type,references,title,upload_type,conceptdoi,files,xml_id,format;;;
"0,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Musikwissenschaftliches Seminar Detmold / Paderborn, Deutschland', 'name': 'Kepper, Johannes'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4644996,""['DHd2016', 'Methodik', 'Faksimile', 'Codierung', 'Befund und Deutung']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4644996', 'recid': 4644996}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Die Rolle des Zeigens,publication,10.5281/zenodo.4644995,""['panels-001.pdf', 'panels-001.xml']"",panels-001,Panel";;;
"1,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Ludwig-Maximilians-Universität München', 'name': 'Hoppe, Stephan'}, {'affiliation': 'Technische Universität Darmstadt', 'name': 'Pfarr-Harfst, Mieke'}, {'affiliation': 'Technische Universität Dresden', 'name': 'Münster, Sander'}, {'affiliation': 'Herder-Institut Marburg', 'name': 'Kuroczyński, Piotr'}, {'affiliation': 'Technische Informationsbibliothek Hannover', 'name': 'Blümel, Ina'}, {'affiliation': 'Institut für Raumdarstellung', 'name': 'Hauck, Oliver'}, {'affiliation': 'Technische Universität Darmstadt', 'name': 'Lutteroth, Jan'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645000,""['DHd2016', 'digitale 3D-Rekonstruktion', 'Grundlagen', 'Datenmodellierung', 'Dokumentation', 'Visualisierung']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645000', 'recid': 4645000}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Der Modelle Tugend 2.0 – Vom digitalen 3D-Datensatz zum wissenschaftlichen Informationsmodell,publication,10.5281/zenodo.4644999,""['panels-002.pdf', 'panels-002.xml']"",panels-002,Panel";;;
"2,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Pfeil, Patrick'}, {'affiliation': 'Friedrich--Schiller-Universität Jena', 'name': 'Aehnlich, Barbara'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645002,""['DHd2016', 'Vernetzung', 'Übergreifend', 'regional', 'Kommunikation', 'Diskussion']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645002', 'recid': 4645002}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],""Vernetzung ist wichtig, Vernetzung ist gut - Aber wie vernetzt man richtig?"",publication,10.5281/zenodo.4645001,""['panels-003.pdf', 'panels-003.xml']"",panels-003,Panel";;;
"3,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Data Center for the Humanities, Universität zu Köln', 'name': 'Sahle, Patrick'}, {'affiliation': 'CLARIN-D, Universität Tübingen', 'name': 'Trippel, Thorsten'}, {'affiliation': 'Berlin-Brandenburger Akademie der Wissenschaften', 'name': 'Neumann, Gerald'}, {'affiliation': 'Humanities Data Center, Staats- und Universitätsbibliothek Göttingen', 'name': 'Engelhardt, Claudia'}, {'affiliation': 'Humanities Data Center, Staats- und Universitätsbibliothek Göttingen', 'name': 'Kurzawe, Daniel'}, {'affiliation': 'IANUS, Deutsches Archäologisches Institut', 'name': 'Schäfer, Felix'}, {'affiliation': 'Geisteswissenschaftliche Infrastruktur für Nachhaltigkeit (gwin), Universität Hamburg', 'name': 'Wörner, Kai'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645006,""['DHd2016', 'Datenzentren', 'Nachhaltigkeit', 'Forschungsdaten', 'Datenkuratierung']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645006', 'recid': 4645006}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Datenzentren für die nachhaltige Forschung in den Digital Humanities,publication,10.5281/zenodo.4645005,""['panels-004.pdf', 'panels-004.xml']"",panels-004,Panel";;;
"4,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Leipzig', 'name': 'Wiedemann, Gregor'}, {'affiliation': 'Universität Gießen', 'name': 'Gloning, Thomas'}, {'affiliation': 'Universität Duisburg/Essen', 'name': 'Blätte, Andreas'}, {'affiliation': 'Georg-Eckert-Institut Braunschweig', 'name': 'Keller, Maret'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Haaf, Susanne'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Würzner, Kay-Michael'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645010,""['DHd2016', 'Use Case', 'Infrastruktur', 'CLARIN-D', 'Aufbewahren']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645010', 'recid': 4645010}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur,publication,10.5281/zenodo.4645009,""['panels-005.pdf', 'panels-005.xml']"",panels-005,Panel";;;
"5,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'ACDH, Österreich', 'name': 'Andorfer, Peter'}, {'affiliation': 'ACDH, Österreich', 'name': 'Durco, Matej'}, {'affiliation': 'HAB, Deutschland', 'name': 'Stäcker, Thomas'}, {'affiliation': 'BBAW, Deutschland', 'name': 'Thomas, Christian'}, {'affiliation': 'TCDH, Deutschland', 'name': 'Hildenbrandt, Vera'}, {'affiliation': 'ZIM Uni Graz, Österreich', 'name': 'Stigler, Hubert'}, {'affiliation': 'SUB Göttingen, Deutschland', 'name': 'Söring, Sibylle'}, {'affiliation': 'DH Lab, Schweiz', 'name': 'Rosenthaler, Lukas'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645014,""['DHd2016', 'Digitale Editionen', 'Infrastruktur']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645014', 'recid': 4645014}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen,publication,10.5281/zenodo.4645013,""['panels-006.pdf', 'panels-006.xml']"",panels-006,Panel";;;
"6,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Konstanz, Deutschland', 'name': 'Keim, Daniel A.'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645016,""['DHd2016', 'Visualisierung']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645016', 'recid': 4645016}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Die Rolle von Mensch und Computer in den Digital Humanities,publication,10.5281/zenodo.4645015,""['plenarvortraege-001.pdf', 'plenarvortraege-001.xml']"",plenarvortraege-001,Plenary";;;
"7,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'TU Kaiserslautern, Deutschland', 'name': 'Zweig, Katharina Anna'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645018,""['DHd2016', 'Modellierung']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645018', 'recid': 4645018}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Von den 'digital humanities' zu einer humanen Digitalisierung,publication,10.5281/zenodo.4645017,""['plenarvortraege-002.pdf', 'plenarvortraege-002.xml']"",plenarvortraege-002,Plenary";;;
"8,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Friedrich-Schiller-Universität Jena, Deutschland', 'name': 'Aehnlich, Barbara'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg', 'name': 'Kösser, Sylwia'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645020,""['DHd2016', 'korpusbasierte Untersuchungen historischer Sprachstufen', 'Tokenisierung', 'Lemmatisierung', 'Annotation', 'verschiedene frühneuhochdeutsche Textkorpora']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645020', 'recid': 4645020}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Das Tool LAKomp und seine Anwendung auf Texte nichtstandardisierter Sprachstufen,publication,10.5281/zenodo.4645019,""['posters-001.pdf', 'posters-001.xml']"",posters-001,Poster";;;
"9,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2016,07.03.2016 - 12.03.2016,Leipzig,""DHd 2016 Modellierung - Vernetzung – Visualisierung: Die Digital Humanities als fächerübergreifendes Forschungsparadigma. 3. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",http://dhd2016.de/,""[{'affiliation': 'Institut für Romanistik, Universität Leipzig', 'name': 'Burr, Elisabeth', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'ZIM, Universität Graz, Österreich', 'name': 'Bürgermeister, Martina'}, {'affiliation': 'CCeH, Universität Köln, Deutschland', 'name': 'Makowski, Stephan'}, {'affiliation': 'CCeH, Universität Köln, Deutschland', 'name': 'Strecker, Bernhard'}, {'affiliation': 'ICARUS, Wien, Österreich', 'name': 'Jeller, Daniel'}, {'affiliation': 'ZIM, Universität Graz, Österreich', 'name': 'Schneider, Gerlinde'}, {'affiliation': 'CCeH, Universität Köln, Deutschland', 'name': 'Bigalke, Jan'}]"",A single abstract from the DHd-2016 Book of Abstracts.,10.5281/zenodo.4645022,""['DHd2016', 'Benutzerintegration', 'Crowdsourcing', 'Edition', 'Georeferecing', 'Retrieval']"",CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4645022', 'recid': 4645022}"",2017-05-02,conferencepaper,['https://doi.org/10.5281/zenodo.3679331'],Monasterium. Benutzerintegration in einem DH-Großprojekt,publication,10.5281/zenodo.4645021,""['posters-002.pdf', 'posters-002.xml']"",posters-02,Poster";;;
