"term","freq","freq.rel","freq.rel.100","freq.text.100"
"OA",115,1,100,0.724500724500724
"R",83,0.721739130434783,72.1739130434783,0.522900522900523
"GIS",67,0.582608695652174,58.2608695652174,0.422100422100422
"XML",59,0.51304347826087,51.304347826087,0.371700371700372
"TEI",51,0.443478260869565,44.3478260869565,0.321300321300321
"OCR",28,0.243478260869565,24.3478260869565,0.176400176400176
"LOD",18,0.156521739130435,15.6521739130435,0.113400113400113
"P5",17,0.147826086956522,14.7826086956522,0.107100107100107
"NLP",15,0.130434782608696,13.0434782608696,0.0945000945000945
"FAIR",12,0.104347826086957,10.4347826086957,0.0756000756000756
"ML",11,0.0956521739130435,9.56521739130435,0.0693000693000693
"IIIF",9,0.0782608695652174,7.82608695652174,0.0567000567000567
"Java",9,0.0782608695652174,7.82608695652174,0.0567000567000567
"METS",9,0.0782608695652174,7.82608695652174,0.0567000567000567
"WWW",9,0.0782608695652174,7.82608695652174,0.0567000567000567
"Tableau",8,0.0695652173913043,6.95652173913043,0.0504000504000504
"FuD",7,0.0608695652173913,6.08695652173913,0.0441000441000441
"MEI",7,0.0608695652173913,6.08695652173913,0.0441000441000441
"ANNIS",6,0.0521739130434783,5.21739130434783,0.0378000378000378
"API",6,0.0521739130434783,5.21739130434783,0.0378000378000378
"CLARIN",6,0.0521739130434783,5.21739130434783,0.0378000378000378
"P4",5,0.0434782608695652,4.34782608695652,0.0315000315000315
"RDF",5,0.0434782608695652,4.34782608695652,0.0315000315000315
"AI",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"DARIAH",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"distant reading",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"HTR",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"P3",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"TextGrid",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"Transkribus",4,0.0347826086956522,3.47826086956522,0.0252000252000252
"CTS",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"DOI",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"ELAN",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"EXMARaLDA",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"IP",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"LDA",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"MODS",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"Toolbox",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"WissKI",3,0.0260869565217391,2.60869565217391,0.0189000189000189
"CARE",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"CATMA",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"ediarum",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"Gephi",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"Kitodo",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"OWL",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"Sentiment Analysis",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"Topic Modeling",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"Word Embeddings",2,0.0173913043478261,1.73913043478261,0.0126000126000126
"Carto",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"CLI",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"CorA",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"CTE",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"digiCULT",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"DTD",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"Edirom",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"FLEx",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"GitHub",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"GitLab",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"GUI",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"heiANNO",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"HTTP",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"iART",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"Intranet",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"JS",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"JSON",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"MARC",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"MySQL",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"NER",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"OCRopus",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"oXygen",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"prometheus",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"QGIS",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"SPSS",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"SQL",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"Terminal",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"TUSTEP",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"WebMAUS",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"word2vec",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"XPath",1,0.00869565217391304,0.869565217391304,0.0063000063000063
"XQuery",1,0.00869565217391304,0.869565217391304,0.0063000063000063
